gRNA_length,PAM,gc_content,cleavage_efficiency,off_target_probability,immunogenicity,binding_affinity,tcell_recognition,exposure_score,fitness_score
21,NGG,0.68,0.81,0.15,0.34,0.53,0.71,0.75,-0.39
20,NGG,0.66,0.82,0.07,0.22,0.73,0.63,0.72,-0.1
21,NAG,0.68,0.77,0.29,0.58,0.67,0.69,0.79,-0.79
21,CGG,0.56,0.87,0.22,0.37,0.56,0.63,0.73,-0.35
24,NGG,0.51,0.71,0.24,0.51,0.83,0.5,0.7,-0.54
23,NGG,0.46,0.71,0.06,0.25,0.87,0.75,0.51,-0.35
24,NGG,0.41,0.8,0.04,0.45,0.76,0.73,0.78,-0.42
18,NGG,0.63,0.75,0.08,0.57,0.42,0.72,0.58,-0.62
22,TGG,0.59,0.84,0.3,0.53,0.5,0.75,0.63,-0.74
20,CGG,0.5,0.89,0.06,0.38,0.42,0.62,0.62,-0.17
24,NGG,0.77,0.79,0.18,0.34,0.79,0.53,0.63,-0.26
24,TGG,0.45,0.87,0.12,0.49,0.61,0.61,0.8,-0.35
19,TGG,0.48,0.79,0.04,0.53,0.69,0.69,0.54,-0.47
21,TGG,0.5,0.79,0.08,0.49,0.83,0.51,0.56,-0.29
17,NGG,0.68,0.89,0.24,0.44,0.74,0.78,0.78,-0.57
17,NGG,0.78,0.72,0.29,0.54,0.41,0.59,0.63,-0.7
18,NAG,0.75,0.72,0.04,0.54,0.47,0.66,0.63,-0.52
18,CGG,0.57,0.81,0.13,0.34,0.81,0.7,0.52,-0.36
23,TGG,0.56,0.86,0.3,0.31,0.81,0.55,0.77,-0.3
23,NGG,0.56,0.78,0.09,0.39,0.67,0.79,0.58,-0.49
21,CGG,0.69,0.87,0.3,0.21,0.86,0.72,0.54,-0.36
20,CGG,0.61,0.74,0.04,0.5,0.7,0.74,0.63,-0.54
23,CGG,0.68,0.78,0.09,0.25,0.52,0.59,0.59,-0.15
18,NGG,0.45,0.72,0.23,0.41,0.78,0.71,0.56,-0.63
19,TGG,0.4,0.93,0.16,0.23,0.68,0.66,0.56,-0.12
18,CGG,0.61,0.74,0.3,0.24,0.58,0.55,0.71,-0.35
24,NAG,0.47,0.86,0.15,0.34,0.42,0.54,0.79,-0.17
21,NAG,0.44,0.76,0.24,0.32,0.48,0.58,0.63,-0.38
19,NAG,0.54,0.73,0.2,0.6,0.9,0.68,0.58,-0.75
19,TGG,0.72,0.89,0.04,0.51,0.46,0.68,0.74,-0.34
24,NGG,0.68,0.89,0.3,0.33,0.53,0.55,0.6,-0.29
22,TGG,0.53,0.89,0.12,0.43,0.54,0.79,0.68,-0.45
18,NAG,0.78,0.85,0.27,0.48,0.67,0.7,0.63,-0.6
20,NAG,0.64,0.86,0.17,0.6,0.85,0.74,0.58,-0.65
19,CGG,0.65,0.94,0.06,0.43,0.56,0.74,0.66,-0.29
24,TGG,0.54,0.93,0.12,0.57,0.47,0.61,0.52,-0.37
23,CGG,0.57,0.72,0.18,0.32,0.61,0.69,0.75,-0.47
20,NGG,0.51,0.82,0.27,0.27,0.8,0.69,0.53,-0.41
21,CGG,0.8,0.89,0.03,0.32,0.56,0.62,0.73,-0.08
19,NAG,0.7,0.87,0.15,0.34,0.78,0.8,0.55,-0.42
23,TGG,0.48,0.89,0.07,0.41,0.8,0.51,0.61,-0.1
17,CGG,0.58,0.71,0.07,0.56,0.85,0.6,0.74,-0.52
22,CGG,0.64,0.73,0.04,0.24,0.61,0.58,0.57,-0.13
17,TGG,0.7,0.75,0.26,0.54,0.62,0.66,0.73,-0.71
18,CGG,0.65,0.91,0.12,0.36,0.74,0.8,0.53,-0.37
20,CGG,0.53,0.75,0.13,0.33,0.81,0.75,0.52,-0.46
17,NGG,0.74,0.72,0.22,0.39,0.81,0.61,0.52,-0.5
21,NAG,0.46,0.94,0.2,0.58,0.73,0.75,0.79,-0.59
17,NAG,0.63,0.9,0.13,0.25,0.54,0.71,0.72,-0.19
24,NAG,0.67,0.71,0.09,0.52,0.45,0.62,0.65,-0.52
18,TGG,0.43,0.73,0.26,0.27,0.73,0.64,0.7,-0.44
24,CGG,0.55,0.78,0.04,0.51,0.45,0.61,0.7,-0.38
24,NGG,0.52,0.91,0.27,0.44,0.79,0.75,0.79,-0.55
22,NAG,0.45,0.89,0.15,0.25,0.46,0.71,0.61,-0.22
17,CGG,0.69,0.92,0.2,0.41,0.81,0.53,0.57,-0.22
18,NGG,0.53,0.89,0.1,0.5,0.86,0.62,0.76,-0.33
20,TGG,0.77,0.9,0.03,0.58,0.84,0.73,0.79,-0.44
22,NGG,0.59,0.76,0.14,0.58,0.72,0.64,0.78,-0.6
18,NAG,0.55,0.92,0.16,0.4,0.56,0.75,0.69,-0.39
22,NAG,0.77,0.85,0.29,0.2,0.81,0.55,0.56,-0.19
19,NAG,0.71,0.82,0.06,0.25,0.62,0.52,0.57,-0.01
21,NGG,0.45,0.9,0.22,0.53,0.84,0.56,0.74,-0.41
17,NAG,0.59,0.92,0.07,0.33,0.86,0.61,0.8,-0.09
19,NGG,0.69,0.93,0.02,0.6,0.57,0.7,0.65,-0.39
23,TGG,0.78,0.86,0.16,0.57,0.55,0.64,0.52,-0.51
20,CGG,0.63,0.92,0.18,0.46,0.45,0.74,0.59,-0.46
18,NGG,0.67,0.88,0.18,0.39,0.48,0.51,0.67,-0.2
17,NGG,0.79,0.74,0.01,0.5,0.55,0.54,0.71,-0.31
23,NAG,0.75,0.83,0.14,0.51,0.53,0.74,0.56,-0.56
23,TGG,0.6,0.76,0.13,0.39,0.89,0.61,0.71,-0.37
20,NGG,0.42,0.86,0.26,0.3,0.43,0.77,0.77,-0.47
19,TGG,0.61,0.73,0.06,0.21,0.71,0.79,0.52,-0.33
20,CGG,0.61,0.83,0.08,0.57,0.51,0.8,0.74,-0.62
19,CGG,0.67,0.9,0.12,0.36,0.55,0.69,0.51,-0.27
20,TGG,0.65,0.86,0.26,0.4,0.79,0.76,0.61,-0.56
24,NGG,0.75,0.94,0.16,0.59,0.54,0.52,0.55,-0.33
24,NGG,0.54,0.87,0.17,0.47,0.83,0.56,0.74,-0.33
20,NGG,0.75,0.73,0.18,0.24,0.48,0.52,0.57,-0.21
23,CGG,0.58,0.73,0.06,0.6,0.51,0.6,0.63,-0.53
21,CGG,0.67,0.91,0.27,0.21,0.46,0.6,0.71,-0.17
18,NGG,0.71,0.93,0.03,0.52,0.86,0.77,0.71,-0.39
17,NGG,0.55,0.72,0.14,0.3,0.79,0.56,0.6,-0.28
21,TGG,0.51,0.92,0.03,0.58,0.72,0.63,0.67,-0.32
23,TGG,0.47,0.93,0.09,0.35,0.78,0.67,0.73,-0.18
20,NGG,0.68,0.85,0.08,0.54,0.7,0.66,0.57,-0.43
20,NGG,0.58,0.71,0.04,0.6,0.46,0.72,0.58,-0.65
19,TGG,0.71,0.74,0.22,0.28,0.77,0.68,0.61,-0.44
19,TGG,0.64,0.75,0.21,0.31,0.74,0.77,0.71,-0.54
20,TGG,0.72,0.85,0.02,0.58,0.88,0.73,0.54,-0.48
17,NAG,0.61,0.91,0.16,0.2,0.65,0.56,0.7,-0.01
23,TGG,0.69,0.76,0.04,0.52,0.71,0.75,0.76,-0.55
22,NGG,0.71,0.89,0.13,0.24,0.64,0.52,0.66,0.0
18,CGG,0.61,0.75,0.13,0.26,0.55,0.72,0.54,-0.36
22,NGG,0.68,0.72,0.08,0.59,0.63,0.6,0.56,-0.55
19,NAG,0.68,0.83,0.09,0.34,0.75,0.7,0.63,-0.3
22,TGG,0.68,0.72,0.29,0.41,0.8,0.72,0.78,-0.7
17,TGG,0.65,0.85,0.15,0.33,0.56,0.78,0.77,-0.41
19,NAG,0.45,0.92,0.2,0.5,0.56,0.58,0.72,-0.36
24,CGG,0.67,0.83,0.01,0.49,0.49,0.61,0.58,-0.28
23,CGG,0.42,0.91,0.16,0.4,0.83,0.58,0.53,-0.23
18,CGG,0.49,0.73,0.2,0.3,0.83,0.73,0.65,-0.5
21,NGG,0.55,0.77,0.23,0.26,0.76,0.66,0.76,-0.38
17,CGG,0.68,0.9,0.19,0.38,0.6,0.76,0.7,-0.43
23,TGG,0.43,0.75,0.16,0.53,0.89,0.65,0.59,-0.59
24,CGG,0.74,0.72,0.25,0.26,0.43,0.64,0.76,-0.43
20,TGG,0.58,0.89,0.19,0.37,0.6,0.72,0.75,-0.39
22,TGG,0.48,0.73,0.25,0.47,0.6,0.75,0.52,-0.74
22,CGG,0.42,0.92,0.12,0.25,0.58,0.69,0.62,-0.14
17,NAG,0.45,0.71,0.07,0.25,0.52,0.57,0.62,-0.18
19,TGG,0.52,0.83,0.24,0.4,0.47,0.76,0.51,-0.57
17,TGG,0.43,0.85,0.25,0.51,0.69,0.53,0.54,-0.44
24,TGG,0.66,0.82,0.03,0.22,0.64,0.78,0.54,-0.21
23,CGG,0.73,0.89,0.24,0.59,0.52,0.71,0.6,-0.65
24,TGG,0.6,0.83,0.05,0.23,0.8,0.53,0.52,0.02
23,NAG,0.4,0.85,0.1,0.26,0.52,0.72,0.54,-0.23
20,NGG,0.79,0.72,0.05,0.58,0.6,0.68,0.63,-0.59
19,NAG,0.69,0.84,0.11,0.25,0.42,0.76,0.67,-0.28
18,NGG,0.73,0.73,0.22,0.25,0.76,0.75,0.73,-0.49
20,NAG,0.53,0.84,0.2,0.52,0.47,0.64,0.63,-0.52
21,NGG,0.79,0.88,0.07,0.3,0.72,0.71,0.5,-0.2
21,CGG,0.53,0.91,0.03,0.26,0.9,0.59,0.66,0.03
19,TGG,0.64,0.88,0.07,0.33,0.88,0.78,0.55,-0.3
23,CGG,0.58,0.72,0.29,0.29,0.81,0.55,0.63,-0.41
22,NGG,0.78,0.83,0.0,0.24,0.72,0.57,0.52,0.02
23,NGG,0.73,0.83,0.17,0.46,0.7,0.63,0.56,-0.43
22,NGG,0.75,0.89,0.09,0.46,0.85,0.51,0.52,-0.17
18,CGG,0.6,0.92,0.24,0.56,0.54,0.61,0.68,-0.49
22,NGG,0.75,0.86,0.15,0.47,0.82,0.67,0.8,-0.43
19,TGG,0.77,0.77,0.04,0.33,0.87,0.68,0.53,-0.28
23,TGG,0.61,0.72,0.06,0.3,0.42,0.73,0.52,-0.37
20,CGG,0.45,0.74,0.21,0.3,0.8,0.72,0.72,-0.49
17,NAG,0.79,0.79,0.29,0.34,0.46,0.52,0.6,-0.36
19,CGG,0.64,0.81,0.14,0.59,0.57,0.73,0.77,-0.65
18,NGG,0.51,0.78,0.27,0.35,0.56,0.52,0.67,-0.36
17,NGG,0.41,0.7,0.05,0.32,0.9,0.62,0.61,-0.29
23,CGG,0.75,0.83,0.05,0.28,0.79,0.51,0.76,-0.01
20,CGG,0.66,0.77,0.2,0.33,0.52,0.76,0.61,-0.52
17,TGG,0.64,0.95,0.2,0.55,0.89,0.65,0.5,-0.45
21,TGG,0.44,0.87,0.01,0.51,0.56,0.51,0.62,-0.16
21,TGG,0.6,0.75,0.19,0.6,0.79,0.64,0.73,-0.68
21,TGG,0.67,0.94,0.26,0.36,0.48,0.75,0.62,-0.43
20,NGG,0.53,0.85,0.21,0.43,0.61,0.74,0.69,-0.53
20,NAG,0.57,0.88,0.11,0.5,0.49,0.51,0.79,-0.24
20,TGG,0.51,0.76,0.13,0.48,0.55,0.53,0.63,-0.38
20,NGG,0.47,0.74,0.02,0.44,0.83,0.72,0.55,-0.44
23,NAG,0.59,0.72,0.07,0.32,0.85,0.54,0.72,-0.21
23,NAG,0.76,0.83,0.2,0.46,0.55,0.7,0.52,-0.53
20,TGG,0.47,0.72,0.09,0.37,0.42,0.67,0.63,-0.41
19,TGG,0.7,0.89,0.2,0.42,0.76,0.57,0.73,-0.3
20,NGG,0.71,0.93,0.07,0.53,0.66,0.64,0.72,-0.31
18,NGG,0.67,0.82,0.25,0.58,0.76,0.77,0.5,-0.78
17,CGG,0.65,0.94,0.08,0.55,0.67,0.69,0.66,-0.38
23,CGG,0.51,0.7,0.08,0.46,0.61,0.71,0.68,-0.55
20,NAG,0.79,0.78,0.18,0.4,0.89,0.5,0.6,-0.3
20,NGG,0.65,0.92,0.05,0.44,0.87,0.76,0.53,-0.33
21,TGG,0.62,0.81,0.24,0.33,0.73,0.69,0.6,-0.45
23,NGG,0.62,0.77,0.19,0.56,0.79,0.74,0.73,-0.72
22,TGG,0.41,0.85,0.04,0.57,0.88,0.68,0.7,-0.44
19,NGG,0.8,0.84,0.27,0.34,0.45,0.6,0.57,-0.37
17,TGG,0.46,0.8,0.01,0.44,0.72,0.57,0.71,-0.22
18,TGG,0.63,0.73,0.2,0.36,0.54,0.64,0.66,-0.47
23,TGG,0.72,0.87,0.16,0.58,0.82,0.67,0.75,-0.54
19,CGG,0.47,0.8,0.05,0.41,0.85,0.59,0.77,-0.25
18,NAG,0.72,0.82,0.08,0.5,0.77,0.53,0.69,-0.29
20,TGG,0.6,0.88,0.26,0.5,0.82,0.5,0.71,-0.38
19,TGG,0.58,0.87,0.3,0.33,0.66,0.8,0.63,-0.56
18,CGG,0.71,0.83,0.05,0.48,0.82,0.65,0.53,-0.35
22,CGG,0.65,0.81,0.16,0.34,0.45,0.59,0.64,-0.28
24,NGG,0.68,0.85,0.28,0.24,0.64,0.72,0.66,-0.39
18,NAG,0.42,0.74,0.28,0.42,0.81,0.68,0.74,-0.64
17,CGG,0.56,0.88,0.21,0.36,0.61,0.57,0.52,-0.26
20,NGG,0.51,0.92,0.2,0.43,0.72,0.74,0.58,-0.45
19,NGG,0.59,0.83,0.06,0.45,0.59,0.72,0.73,-0.4
24,NGG,0.7,0.78,0.27,0.4,0.48,0.54,0.66,-0.43
18,CGG,0.75,0.92,0.3,0.45,0.42,0.8,0.66,-0.63
21,TGG,0.73,0.82,0.03,0.21,0.43,0.53,0.52,0.05
21,NGG,0.57,0.72,0.26,0.28,0.42,0.65,0.74,-0.47
20,NAG,0.48,0.95,0.02,0.22,0.71,0.63,0.57,0.08
19,TGG,0.57,0.85,0.22,0.28,0.47,0.63,0.77,-0.28
24,CGG,0.71,0.88,0.3,0.52,0.65,0.59,0.56,-0.53
18,NGG,0.78,0.81,0.29,0.55,0.68,0.64,0.68,-0.67
18,NAG,0.75,0.74,0.08,0.32,0.78,0.78,0.56,-0.44
23,NGG,0.61,0.84,0.11,0.35,0.43,0.79,0.59,-0.41
20,TGG,0.43,0.85,0.1,0.55,0.83,0.63,0.8,-0.43
18,NGG,0.73,0.88,0.03,0.34,0.52,0.56,0.67,-0.05
24,NAG,0.76,0.77,0.01,0.47,0.7,0.69,0.64,-0.4
23,NGG,0.48,0.72,0.24,0.57,0.55,0.7,0.74,-0.79
18,NAG,0.6,0.82,0.09,0.25,0.54,0.65,0.65,-0.17
24,NGG,0.61,0.85,0.1,0.29,0.74,0.55,0.66,-0.09
18,TGG,0.65,0.72,0.02,0.42,0.71,0.71,0.75,-0.43
21,NGG,0.79,0.81,0.23,0.47,0.44,0.72,0.59,-0.61
20,CGG,0.67,0.93,0.13,0.58,0.74,0.77,0.66,-0.55
19,NAG,0.41,0.89,0.08,0.38,0.48,0.63,0.58,-0.2
23,NGG,0.75,0.94,0.26,0.45,0.61,0.68,0.53,-0.45
18,NGG,0.64,0.88,0.22,0.25,0.53,0.71,0.68,-0.3
19,NAG,0.61,0.75,0.0,0.3,0.85,0.8,0.67,-0.35
18,CGG,0.73,0.88,0.17,0.27,0.78,0.71,0.78,-0.27
18,TGG,0.48,0.93,0.21,0.23,0.84,0.73,0.65,-0.24
19,TGG,0.71,0.82,0.22,0.5,0.84,0.61,0.73,-0.51
20,CGG,0.62,0.77,0.21,0.28,0.63,0.76,0.73,-0.48
17,CGG,0.72,0.92,0.24,0.51,0.43,0.77,0.79,-0.6
24,TGG,0.46,0.89,0.26,0.22,0.64,0.71,0.68,-0.3
17,NAG,0.67,0.8,0.21,0.36,0.8,0.73,0.75,-0.5
23,TGG,0.5,0.79,0.29,0.22,0.61,0.67,0.65,-0.39
24,NGG,0.47,0.87,0.22,0.46,0.83,0.61,0.53,-0.42
19,TGG,0.78,0.76,0.1,0.58,0.73,0.71,0.66,-0.63
24,TGG,0.5,0.78,0.15,0.41,0.9,0.76,0.77,-0.54
17,NGG,0.7,0.86,0.28,0.33,0.65,0.7,0.55,-0.45
18,NGG,0.47,0.74,0.06,0.5,0.88,0.51,0.67,-0.33
22,NGG,0.41,0.79,0.29,0.21,0.59,0.5,0.77,-0.21
20,CGG,0.76,0.71,0.24,0.48,0.55,0.69,0.5,-0.7
24,TGG,0.67,0.82,0.15,0.44,0.44,0.53,0.62,-0.3
22,NAG,0.45,0.86,0.26,0.41,0.86,0.62,0.8,-0.43
18,TGG,0.49,0.81,0.19,0.34,0.43,0.79,0.62,-0.51
24,NAG,0.54,0.87,0.16,0.28,0.79,0.75,0.62,-0.32
24,CGG,0.72,0.92,0.07,0.3,0.53,0.54,0.77,0.01
17,CGG,0.5,0.76,0.18,0.6,0.83,0.65,0.57,-0.67
17,NAG,0.61,0.71,0.1,0.43,0.72,0.54,0.74,-0.36
22,CGG,0.57,0.86,0.14,0.28,0.85,0.5,0.57,-0.06
23,NGG,0.45,0.85,0.23,0.2,0.78,0.79,0.51,-0.37
18,NGG,0.75,0.79,0.3,0.48,0.79,0.74,0.74,-0.73
22,TGG,0.67,0.71,0.15,0.38,0.59,0.62,0.72,-0.44
19,CGG,0.63,0.76,0.13,0.43,0.66,0.54,0.78,-0.34
23,NGG,0.75,0.89,0.2,0.4,0.4,0.72,0.6,-0.43
21,NAG,0.61,0.72,0.27,0.39,0.54,0.66,0.59,-0.6
24,CGG,0.55,0.76,0.22,0.36,0.86,0.5,0.8,-0.32
19,TGG,0.66,0.9,0.27,0.26,0.59,0.63,0.64,-0.26
20,NAG,0.73,0.89,0.05,0.22,0.57,0.54,0.63,0.08
17,TGG,0.78,0.84,0.18,0.56,0.53,0.5,0.71,-0.4
19,NGG,0.53,0.81,0.23,0.33,0.64,0.74,0.78,-0.49
19,TGG,0.79,0.83,0.01,0.31,0.66,0.77,0.6,-0.26
22,TGG,0.42,0.72,0.17,0.38,0.58,0.57,0.7,-0.4
22,TGG,0.46,0.81,0.1,0.46,0.55,0.68,0.68,-0.43
22,TGG,0.43,0.85,0.04,0.4,0.43,0.65,0.58,-0.24
19,NGG,0.67,0.79,0.04,0.2,0.73,0.64,0.63,-0.09
18,NGG,0.56,0.75,0.26,0.43,0.86,0.77,0.7,-0.71
20,TGG,0.63,0.72,0.29,0.4,0.65,0.69,0.6,-0.66
17,NAG,0.5,0.79,0.21,0.29,0.43,0.67,0.79,-0.38
23,NGG,0.48,0.92,0.24,0.29,0.49,0.72,0.71,-0.33
22,CGG,0.78,0.77,0.17,0.29,0.81,0.52,0.64,-0.21
23,NGG,0.61,0.95,0.03,0.57,0.82,0.8,0.6,-0.45
17,CGG,0.65,0.74,0.04,0.33,0.43,0.78,0.7,-0.41
18,NGG,0.75,0.72,0.27,0.21,0.52,0.6,0.72,-0.36
17,CGG,0.4,0.93,0.27,0.49,0.5,0.77,0.77,-0.6
24,NGG,0.57,0.83,0.01,0.54,0.88,0.68,0.55,-0.4
20,CGG,0.59,0.81,0.18,0.5,0.8,0.67,0.51,-0.54
21,NGG,0.44,0.78,0.08,0.32,0.79,0.74,0.69,-0.36
24,CGG,0.47,0.87,0.24,0.28,0.55,0.8,0.63,-0.45
19,NGG,0.54,0.82,0.23,0.41,0.75,0.62,0.63,-0.44
24,NGG,0.51,0.95,0.24,0.32,0.74,0.76,0.67,-0.37
22,NGG,0.47,0.83,0.09,0.52,0.5,0.52,0.73,-0.3
20,NGG,0.64,0.85,0.29,0.47,0.59,0.53,0.78,-0.44
23,NGG,0.62,0.88,0.03,0.33,0.75,0.58,0.69,-0.06
22,TGG,0.58,0.72,0.18,0.5,0.67,0.64,0.51,-0.6
20,NAG,0.57,0.81,0.07,0.47,0.88,0.77,0.67,-0.5
19,CGG,0.41,0.95,0.26,0.35,0.76,0.75,0.66,-0.41
17,NGG,0.56,0.74,0.05,0.42,0.72,0.55,0.8,-0.28
17,NAG,0.66,0.79,0.2,0.45,0.8,0.72,0.72,-0.58
19,CGG,0.75,0.72,0.22,0.52,0.87,0.53,0.64,-0.55
22,NAG,0.64,0.77,0.17,0.57,0.76,0.65,0.76,-0.62
24,TGG,0.7,0.93,0.17,0.23,0.74,0.7,0.77,-0.17
24,NAG,0.57,0.77,0.06,0.26,0.84,0.78,0.71,-0.33
18,TGG,0.45,0.83,0.18,0.39,0.74,0.75,0.54,-0.49
22,NAG,0.62,0.77,0.1,0.55,0.79,0.62,0.54,-0.5
23,NAG,0.49,0.78,0.16,0.51,0.61,0.59,0.59,-0.48
20,NGG,0.7,0.95,0.28,0.3,0.69,0.66,0.65,-0.29
17,NGG,0.42,0.83,0.27,0.4,0.58,0.51,0.72,-0.35
19,NGG,0.57,0.89,0.08,0.55,0.81,0.74,0.74,-0.48
19,NGG,0.57,0.77,0.17,0.26,0.47,0.63,0.61,-0.29
20,CGG,0.73,0.72,0.02,0.22,0.78,0.76,0.54,-0.28
19,CGG,0.41,0.74,0.21,0.49,0.89,0.63,0.75,-0.59
18,CGG,0.73,0.75,0.02,0.25,0.41,0.55,0.6,-0.07
18,NGG,0.64,0.74,0.11,0.46,0.41,0.72,0.59,-0.55
23,NGG,0.73,0.93,0.26,0.26,0.62,0.77,0.78,-0.36
24,NGG,0.51,0.94,0.21,0.49,0.84,0.6,0.78,-0.36
22,TGG,0.65,0.72,0.09,0.45,0.87,0.6,0.76,-0.42
19,NAG,0.63,0.78,0.08,0.55,0.46,0.51,0.7,-0.36
22,NAG,0.67,0.91,0.2,0.51,0.9,0.55,0.8,-0.35
20,CGG,0.74,0.8,0.14,0.46,0.81,0.6,0.52,-0.4
21,TGG,0.42,0.9,0.2,0.44,0.69,0.8,0.61,-0.54
18,TGG,0.56,0.85,0.03,0.29,0.6,0.67,0.65,-0.14
20,CGG,0.5,0.75,0.1,0.52,0.5,0.72,0.79,-0.59
21,NAG,0.47,0.78,0.17,0.59,0.57,0.67,0.8,-0.65
20,TGG,0.76,0.75,0.3,0.32,0.74,0.76,0.62,-0.63
17,CGG,0.66,0.75,0.21,0.4,0.88,0.56,0.75,-0.42
20,CGG,0.43,0.94,0.12,0.25,0.67,0.7,0.7,-0.13
22,NAG,0.59,0.72,0.14,0.33,0.8,0.5,0.53,-0.25
23,NGG,0.44,0.94,0.19,0.51,0.85,0.65,0.58,-0.41
19,NAG,0.79,0.8,0.22,0.29,0.86,0.79,0.75,-0.5
20,NGG,0.41,0.84,0.21,0.24,0.85,0.53,0.57,-0.14
19,CGG,0.4,0.75,0.26,0.41,0.6,0.63,0.79,-0.55
22,NAG,0.64,0.73,0.01,0.46,0.74,0.77,0.55,-0.51
18,CGG,0.78,0.75,0.24,0.55,0.71,0.78,0.71,-0.82
24,CGG,0.69,0.71,0.08,0.57,0.79,0.68,0.58,-0.62
24,NAG,0.75,0.85,0.05,0.44,0.51,0.76,0.68,-0.4
19,NGG,0.78,0.81,0.13,0.48,0.54,0.63,0.74,-0.43
21,CGG,0.62,0.78,0.07,0.24,0.74,0.78,0.56,-0.31
23,NGG,0.67,0.81,0.22,0.55,0.59,0.69,0.72,-0.65
21,NGG,0.57,0.71,0.25,0.27,0.55,0.7,0.58,-0.51
19,NGG,0.5,0.81,0.03,0.24,0.6,0.62,0.62,-0.08
21,NAG,0.44,0.86,0.24,0.35,0.61,0.78,0.59,-0.51
21,CGG,0.8,0.77,0.05,0.39,0.41,0.69,0.66,-0.36
19,NAG,0.53,0.87,0.23,0.29,0.49,0.56,0.55,-0.21
20,TGG,0.75,0.9,0.06,0.22,0.52,0.53,0.58,0.09
20,NAG,0.75,0.79,0.22,0.32,0.78,0.51,0.54,-0.26
20,CGG,0.42,0.84,0.14,0.34,0.68,0.65,0.78,-0.29
19,NAG,0.78,0.82,0.3,0.21,0.43,0.79,0.6,-0.48
21,CGG,0.5,0.76,0.24,0.44,0.48,0.61,0.51,-0.53
20,CGG,0.49,0.73,0.1,0.36,0.66,0.55,0.77,-0.28
24,NAG,0.66,0.94,0.02,0.43,0.66,0.69,0.61,-0.2
21,CGG,0.46,0.75,0.11,0.26,0.69,0.7,0.76,-0.32
24,NAG,0.5,0.82,0.09,0.4,0.55,0.52,0.65,-0.19
18,NAG,0.78,0.74,0.27,0.56,0.81,0.61,0.79,-0.7
17,CGG,0.73,0.83,0.13,0.39,0.71,0.68,0.74,-0.37
20,CGG,0.6,0.84,0.2,0.29,0.6,0.7,0.64,-0.35
19,TGG,0.64,0.77,0.14,0.52,0.66,0.65,0.54,-0.54
17,NAG,0.53,0.86,0.26,0.58,0.55,0.68,0.6,-0.66
22,NAG,0.74,0.75,0.18,0.31,0.55,0.52,0.76,-0.26
22,NGG,0.7,0.85,0.18,0.34,0.66,0.78,0.76,-0.45
18,NAG,0.69,0.78,0.03,0.48,0.82,0.53,0.53,-0.26
20,NAG,0.66,0.73,0.26,0.52,0.78,0.69,0.77,-0.74
22,NGG,0.67,0.9,0.08,0.32,0.86,0.8,0.79,-0.3
21,NAG,0.71,0.9,0.26,0.4,0.43,0.61,0.69,-0.37
20,TGG,0.5,0.85,0.17,0.58,0.43,0.79,0.57,-0.69
20,NGG,0.61,0.72,0.2,0.3,0.65,0.51,0.73,-0.29
23,CGG,0.75,0.7,0.26,0.22,0.8,0.7,0.67,-0.48
24,NAG,0.78,0.83,0.22,0.32,0.74,0.71,0.75,-0.42
18,NAG,0.68,0.78,0.1,0.34,0.48,0.78,0.78,-0.44
18,TGG,0.57,0.72,0.08,0.22,0.57,0.64,0.63,-0.22
23,NAG,0.7,0.72,0.05,0.42,0.48,0.59,0.63,-0.34
19,NGG,0.57,0.82,0.27,0.3,0.7,0.71,0.65,-0.46
20,CGG,0.73,0.8,0.14,0.51,0.84,0.68,0.62,-0.53
24,TGG,0.5,0.82,0.16,0.31,0.42,0.56,0.54,-0.21
21,NGG,0.57,0.91,0.23,0.49,0.45,0.64,0.74,-0.45
20,NGG,0.78,0.73,0.07,0.5,0.47,0.63,0.51,-0.47
21,TGG,0.56,0.87,0.27,0.3,0.43,0.59,0.75,-0.29
18,CGG,0.79,0.7,0.23,0.53,0.76,0.77,0.55,-0.83
23,NAG,0.47,0.81,0.29,0.43,0.44,0.61,0.55,-0.52
17,TGG,0.52,0.88,0.09,0.47,0.54,0.65,0.79,-0.33
23,CGG,0.79,0.91,0.17,0.58,0.74,0.6,0.52,-0.44
18,NGG,0.45,0.9,0.21,0.38,0.53,0.79,0.78,-0.48
20,TGG,0.77,0.84,0.02,0.36,0.57,0.71,0.72,-0.25
22,NAG,0.79,0.9,0.03,0.32,0.89,0.53,0.68,0.02
24,CGG,0.75,0.71,0.19,0.22,0.86,0.64,0.6,-0.34
19,NAG,0.72,0.77,0.23,0.29,0.6,0.66,0.51,-0.41
22,TGG,0.69,0.83,0.29,0.58,0.75,0.57,0.6,-0.61
21,TGG,0.76,0.93,0.11,0.43,0.61,0.51,0.76,-0.12
22,CGG,0.69,0.94,0.08,0.37,0.66,0.56,0.79,-0.07
18,NGG,0.67,0.93,0.03,0.43,0.82,0.75,0.74,-0.28
22,TGG,0.41,0.76,0.22,0.52,0.85,0.59,0.76,-0.57
21,TGG,0.62,0.93,0.17,0.41,0.57,0.75,0.68,-0.4
20,NGG,0.47,0.89,0.07,0.55,0.42,0.55,0.66,-0.28
21,NGG,0.48,0.72,0.1,0.4,0.73,0.68,0.55,-0.46
19,NGG,0.71,0.79,0.29,0.48,0.48,0.59,0.54,-0.57
24,NAG,0.66,0.89,0.12,0.44,0.7,0.77,0.65,-0.44
19,CGG,0.52,0.73,0.15,0.21,0.77,0.75,0.71,-0.38
23,TGG,0.54,0.89,0.24,0.47,0.54,0.62,0.5,-0.44
